data.programNumber,data.financial.obligations.values.year,data.financial.obligations.values.estimate,data.financial.obligations.values.actual
,,sum,sum
10.001,2016.0,630000000.0,816873930.0
10.001,2017.0,630000000.0,816873930.0
10.001,2018.0,630000000.0,112883724.0
10.001,2019.0,84672810.0,84672810.0
10.001,2020.0,119111688.0,163609434.0
10.001,2021.0,126000000.0,167377734.0
10.001,2022.0,167712480.0,0.0
10.001,2023.0,168381990.0,0.0
10.025,2021.0,0.0,324938323584.0
10.025,2022.0,423833592960.0,0.0
10.025,2023.0,334418875776.0,0.0
10.028,2021.0,0.0,2957671080.0
10.028,2022.0,2994247760.0,0.0
10.028,2023.0,3024260400.0,0.0
10.030,2020.0,0.0,21375161.0
10.030,2021.0,5107724.0,4441997.0
10.030,2022.0,267114667.0,0.0
10.030,2023.0,99150936.0,0.0
10.051,2016.0,81084828000.0,81278370816.0
10.051,2017.0,83528504808.0,83528504808.0
10.051,2018.0,99809742000.0,37748184000.0
10.051,2019.0,38871708000.0,38871708000.0
10.051,2020.0,38697372000.0,48743112000.0
10.051,2021.0,51659196000.0,76574447988.0
10.051,2022.0,75619116000.0,0.0
10.051,2023.0,88515168000.0,0.0
10.053,2016.0,32533984000.0,18077920.0
10.053,2017.0,52136000.0,25125408.0
10.053,2018.0,52304000.0,19376000.0
10.053,2019.0,385240352.0,463344000.0
10.053,2020.0,579712000.0,634032000.0
10.053,2021.0,855489600.0,907200000.0
10.053,2022.0,56000000.0,0.0
10.053,2023.0,56000000.0,0.0
10.054,2016.0,5544000000.0,5112000000.0
10.054,2017.0,6480000000.0,7510464000.0
10.054,2018.0,14400000000.0,12705192000.0
10.054,2019.0,18720000000.0,18720000000.0
10.054,2020.0,14400000000.0,19226952000.0
10.054,2021.0,14400000000.0,8907264000.0
10.054,2022.0,14400000000.0,0.0
10.054,2023.0,7200000000.0,0.0
10.056,2016.0,5760000000.0,0.0
10.056,2017.0,9888000000.0,9872000000.0
10.056,2018.0,9872000000.0,7870464000.0
10.056,2019.0,9872000000.0,7548224000.0
10.056,2020.0,9872000000.0,13120000000.0
10.056,2021.0,12800000000.0,14489600000.0
10.056,2022.0,15494400000.0,0.0
10.056,2023.0,14992000000.0,0.0
10.069,2016.0,220307400000.0,254400000000.0
10.069,2017.0,255960000000.0,225821400000.0
10.069,2018.0,255337560000.0,234369960000.0
10.069,2019.0,250379520000.0,228207120000.0
10.069,2020.0,245291280000.0,222466320.0
10.069,2021.0,246753840.0,250800000000.0
10.069,2022.0,257488200000.0,0.0
10.069,2023.0,297174480000.0,0.0
10.072,2016.0,145107000000.0,48893400000.0
10.072,2017.0,149553900000.0,114551100000.0
10.072,2018.0,158799600000.0,137676600000.0
10.072,2019.0,27900000000.0,25507800000.0
10.072,2020.0,18707400000.0,7795800000.0
10.072,2021.0,14477400000.0,12020400000.0
10.072,2022.0,8640900000.0,0.0
10.072,2023.0,1178100000.0,0.0
10.087,2016.0,194868000.0,18000000.0
10.087,2017.0,18000000.0,18000000.0
10.087,2018.0,0.0,7848000.0
10.087,2019.0,0.0,0.0
10.087,2020.0,0.0,0.0
10.087,2021.0,0.0,330000.0
10.087,2022.0,348000.0,0.0
10.087,2023.0,348000.0,0.0
10.089,2012.0,2376000000.0,944557896.0
10.089,2013.0,0.0,0.0
10.089,2014.0,0.0,0.0
10.089,2019.0,0.0,0.0
10.089,2020.0,0.0,0.0
10.089,2021.0,0.0,0.0
10.089,2022.0,0.0,0.0
10.089,2023.0,0.0,0.0
10.093,2016.0,36000.0,0.0
10.093,2017.0,0.0,0.0
10.093,2018.0,36000.0,0.0
10.093,2019.0,20000000.0,500000.0
10.093,2020.0,28000000.0,99048000.0
10.093,2021.0,1096000.0,324000.0
10.093,2022.0,3316000.0,0.0
10.093,2023.0,234000.0,0.0
10.098,2016.0,5988000.0,5714865.0
10.098,2017.0,5988000.0,5988000.0
10.098,2018.0,5988000.0,5988000.0
10.098,2019.0,5988000.0,5988000.0
10.098,2020.0,6000000.0,6000000.0
10.098,2021.0,6000000.0,6000000.0
10.098,2022.0,9000000.0,0.0
10.098,2023.0,9000000.0,0.0
10.099,2015.0,5400000000.0,48780000.0
10.099,2016.0,5400000000.0,0.0
10.099,2017.0,5400000000.0,0.0
10.099,2018.0,5400000000.0,5400000000.0
10.099,2019.0,5400000000.0,0.0
10.099,2020.0,5400000000.0,5400000000.0
10.099,2021.0,5400000000.0,5400000000.0
10.099,2022.0,5400000000.0,0.0
10.099,2023.0,5400000000.0,0.0
10.102,2016.0,896000000.0,84000000.0
10.102,2017.0,672000000.0,150696000.0
10.102,2018.0,420000000.0,356300000.0
10.102,2019.0,420000000.0,51436000.0
10.102,2020.0,9800000000.0,1905652000.0
10.102,2021.0,2800000000.0,2800000000.0
10.102,2022.0,2800000000.0,0.0
10.102,2023.0,0.0,0.0
10.108,2016.0,1469445000.0,645000000.0
10.108,2017.0,510000000.0,375990000.0
10.108,2018.0,460065000.0,549225000.0
10.108,2019.0,446685000.0,748800000.0
10.108,2020.0,494670000.0,918285000.0
10.108,2021.0,760215000.0,245310000.0
10.108,2022.0,530640000.0,0.0
10.108,2023.0,529080000.0,0.0
10.109,2016.0,8470416000.0,5160000000.0
10.109,2017.0,3744000000.0,4208508000.0
10.109,2018.0,4722600000.0,5849460000.0
10.109,2019.0,9617016000.0,3455172000.0
10.109,2020.0,5907828000.0,1923648000.0
10.109,2021.0,2843268000.0,6522960000.0
10.109,2022.0,19822128000.0,0.0
10.109,2023.0,4631124000.0,0.0
10.110,2016.0,445842000.0,306000000.0
10.110,2017.0,306000000.0,328014000.0
10.110,2018.0,351000000.0,847152000.0
10.110,2019.0,669690000.0,829746000.0
10.110,2020.0,784368000.0,1087578000.0
10.110,2021.0,1042920000.0,1373561982.0
10.110,2022.0,3799673982.0,0.0
10.110,2023.0,3420000000.0,0.0
10.111,2016.0,87744000.0,180000000.0
10.111,2017.0,126000000.0,41472000.0
10.111,2018.0,120000000.0,67602000.0
10.111,2019.0,185262000.0,92610000.0
10.111,2020.0,192834000.0,325524000.0
10.111,2021.0,54882000.0,56712000.0
10.111,2022.0,46877994.0,0.0
10.111,2023.0,41604000.0,0.0
10.112,2016.0,100551000000.0,192753000000.0
10.112,2017.0,100716000000.0,64437450000.0
10.112,2018.0,119518740000.0,40623000000.0
10.112,2019.0,130845000000.0,67403985000.0
10.112,2020.0,59214606000.0,63617631000.0
10.112,2021.0,164108901000.0,164806394280.0
10.112,2022.0,73716060000.0,0.0
10.112,2023.0,21029283000.0,0.0
10.113,2016.0,419904000000.0,573024000000.0
10.113,2017.0,95040000000.0,191753760000.0
10.113,2018.0,125884480000.0,21536000000.0
10.113,2019.0,3328000000.0,34703008000.0
10.113,2020.0,19146176000.0,22252095936.0
10.113,2021.0,35438464000.0,41642182016.0
10.113,2022.0,3164224000.0,0.0
10.113,2023.0,130752000.0,0.0
10.114,2016.0,0.0,39000000.0
10.114,2017.0,0.0,37320387.0
10.114,2018.0,4371120.0,1375608.0
10.114,2019.0,0.0,0.0
10.114,2020.0,0.0,0.0
10.114,2021.0,186108.0,186108.0
10.114,2022.0,0.0,0.0
10.114,2023.0,0.0,0.0
10.116,2016.0,18312000.0,448497546.0
10.116,2017.0,4200000.0,14994000.0
10.116,2018.0,1301916000.0,9672852000.0
10.116,2019.0,45108000000.0,45108000000.0
10.116,2020.0,34356000000.0,48426000.0
10.116,2021.0,50400000.0,0.0
10.116,2022.0,0.0,0.0
10.116,2023.0,0.0,0.0
10.117,2015.0,1100000000.0,1100000000.0
10.117,2016.0,0.0,0.0
10.117,2017.0,0.0,261662610.0
10.117,2018.0,268754629.0,268754629.0
10.117,2019.0,0.0,0.0
10.117,2020.0,0.0,0.0
10.117,2021.0,0.0,0.0
10.117,2022.0,0.0,0.0
10.117,2023.0,0.0,0.0
10.120,2017.0,0.0,0.0
10.120,2018.0,0.0,746184588.0
10.120,2019.0,4720000000.0,4720000000.0
10.120,2020.0,3096000000.0,0.0
10.120,2021.0,0.0,0.0
10.120,2022.0,0.0,0.0
10.120,2023.0,0.0,0.0
10.123,2017.0,0.0,0.0
10.123,2018.0,1000000.0,104000000.0
10.123,2019.0,23896000000.0,28990000.0
10.123,2020.0,18604000.0,19324112000.0
10.123,2021.0,120000000.0,120000000.0
10.123,2022.0,6090000.0,0.0
10.123,2023.0,0.0,0.0
10.127,2018.0,0.0,0.0
10.127,2019.0,4674000000.0,1914906000.0
10.127,2020.0,4206264000.0,1309218000.0
10.127,2021.0,9882000000.0,4684716000.0
10.127,2022.0,9936672000.0,0.0
10.127,2023.0,6381666000.0,0.0
10.128,2020.0,0.0,655740000.0
10.128,2021.0,2425885992.0,432000000.0
10.128,2022.0,360000000.0,0.0
10.128,2023.0,720000000.0,0.0
10.129,2018.0,0.0,0.0
10.129,2019.0,0.0,5281326000.0
10.129,2020.0,4859076000.0,0.0
10.129,2021.0,0.0,21838455.0
10.129,2022.0,0.0,0.0
10.129,2023.0,0.0,0.0
10.130,2019.0,0.0,0.0
10.130,2020.0,0.0,34480787055.54
10.130,2021.0,1050000000.0,1050000000.0
10.130,2022.0,0.0,0.0
10.130,2023.0,0.0,0.0
10.131,2019.0,0.0,0.0
10.131,2020.0,560000000.0,560000000.0
10.131,2021.0,1560000000.0,1560000000.0
10.131,2022.0,6000000.0,0.0
10.131,2023.0,0.0,0.0
10.132,2019.0,0.0,0.0
10.132,2020.0,42000000000.0,42000000000.0
10.132,2021.0,0.0,0.0
10.132,2022.0,981000000.0,0.0
10.132,2023.0,0.0,0.0
10.133,2019.0,0.0,0.0
10.133,2020.0,0.0,0.0
10.133,2021.0,1200000000.0,1200000000.0
10.133,2022.0,0.0,0.0
10.133,2023.0,0.0,0.0
10.134,2020.0,0.0,0.0
10.134,2021.0,27000000.0,27000000.0
10.134,2022.0,10443294.0,0.0
10.134,2023.0,16556706.0,0.0
10.135,2020.0,0.0,0.0
10.135,2021.0,3924000000.0,0.0
10.135,2022.0,15740532000.0,0.0
10.135,2023.0,6220728000.0,0.0
10.136,2020.0,0.0,0.0
10.136,2021.0,25150000000.0,801090.0
10.136,2022.0,0.0,0.0
10.136,2023.0,0.0,0.0
10.137,2020.0,0.0,0.0
10.137,2021.0,600000000.0,11261294.399999999
10.137,2022.0,579374327.0699999,0.0
10.137,2023.0,9364378.53,0.0
10.138,2020.0,0.0,0.0
10.138,2021.0,1953420000.0,128764205.69999999
10.138,2022.0,157883811.3,0.0
10.138,2023.0,303420000.0,0.0
10.139,2020.0,0.0,0.0
10.139,2021.0,60000000.0,60000000.0
10.139,2022.0,9000000.0,0.0
10.139,2023.0,9000000.0,0.0
10.142,2020.0,0.0,0.0
10.142,2021.0,0.0,0.0
10.142,2022.0,600000000.0,0.0
10.142,2023.0,0.0,0.0
10.143,2020.0,0.0,0.0
10.143,2021.0,3900000000.0,0.0
10.143,2022.0,0.0,1500000000.0
10.143,2023.0,1500000000.0,0.0
10.143,2024.0,0.0,0.0
10.144,2020.0,0.0,0.0
10.144,2021.0,0.0,0.0
10.144,2022.0,372000000.0,0.0
10.144,2023.0,78000000.0,0.0
10.145,2020.0,0.0,0.0
10.145,2021.0,125000000.0,75000000.0
10.145,2022.0,50000000.0,0.0
10.145,2023.0,0.0,0.0
10.146,2021.0,0.0,0.0
10.146,2022.0,1223311200000.0,1368000000.0
10.146,2023.0,912000000.0,0.0
10.146,2024.0,0.0,0.0
10.147,2020.0,0.0,0.0
10.147,2021.0,5241672594.0,5241672594.0
10.147,2022.0,4131000000.0,0.0
10.147,2023.0,4590000000.0,0.0
10.148,2021.0,0.0,0.0
10.148,2022.0,2250000.0,0.0
10.148,2023.0,0.0,0.0
10.149,2021.0,0.0,0.0
10.149,2022.0,50000000.0,0.0
10.149,2023.0,0.0,0.0
10.153,2016.0,265752000.0,265752000.0
10.153,2017.0,269272000.0,269272000.0
10.153,2018.0,269272000.0,272544000.0
10.153,2019.0,269272000.0,269272000.0
10.153,2020.0,269272000.0,269272000.0
10.153,2021.0,271744000.0,271752000.0
10.153,2022.0,277032000.0,0.0
10.153,2023.0,296480000.0,0.0
10.155,2019.0,0.0,1490760000.0
10.155,2020.0,1490760000.0,1490760000.0
10.155,2021.0,1490760000.0,1490760000.0
10.155,2022.0,1498824000.0,0.0
10.155,2023.0,1548072000.0,0.0
10.156,2016.0,19760000.0,19760000.0
10.156,2017.0,19760000.0,15706912.0
10.156,2018.0,17744000.0,19568000.0
10.156,2019.0,19760000.0,19760000.0
10.156,2020.0,19760000.0,19760000.0
10.156,2021.0,19760000.0,19760000.0
10.156,2022.0,19760000.0,19760000.0
10.156,2023.0,19760000.0,0.0
10.156,2024.0,19760000.0,0.0
10.162,2016.0,310714000.0,310714000.0
10.162,2017.0,315380000.0,315518000.0
10.162,2018.0,320946000.0,336476000.0
10.162,2019.0,327946000.0,356723022.0
10.162,2020.0,333464000.0,333464000.0
10.162,2021.0,334488000.0,334488000.0
10.162,2022.0,340150000.0,0.0
10.162,2023.0,349358000.0,0.0
10.163,2016.0,2080560000.0,2080560000.0
10.163,2017.0,2087760000.0,7560000000.0
10.163,2018.0,7800000000.0,4108320000.0
10.163,2019.0,4348200000.0,4348320000.0
10.163,2020.0,6567840000.0,6567840000.0
10.163,2021.0,6909360000.0,7216560000.0
10.163,2022.0,7475640000.0,0.0
10.163,2023.0,7220400000.0,0.0
10.164,2016.0,125184000.0,125184000.0
10.164,2017.0,125904000.0,125904000.0
10.164,2018.0,102096000.0,125904000.0
10.164,2019.0,125904000.0,125904000.0
10.164,2020.0,125904000.0,125904000.0
10.164,2021.0,126696000.0,126696000.0
10.164,2022.0,140160000.0,0.0
10.164,2023.0,132576000.0,0.0
10.165,2016.0,41116000.0,45808000.0
10.165,2017.0,41692000.0,41692000.0
10.165,2018.0,42360000.0,41344000.0
10.165,2019.0,42932000.0,45772292.0
10.165,2020.0,43584000.0,43584000.0
10.165,2021.0,43740000.0,43740000.0
10.165,2022.0,44396000.0,0.0
10.165,2023.0,45552000.0,0.0
10.167,2016.0,92832000.0,92832000.0
10.167,2017.0,125728000.0,125727968.0
10.167,2018.0,93728000.0,125728000.0
10.167,2019.0,157728000.0,157728000.0
10.167,2020.0,125728000.0,125728000.0
10.167,2021.0,126688000.0,126688000.0
10.167,2022.0,133088000.0,0.0
10.167,2023.0,138592000.0,0.0
10.168,2016.0,30000000.0,30000000.0
10.168,2017.0,30000000.0,27930000.0
10.168,2018.0,28020000.0,28020000.0
10.168,2019.0,0.0,0.0
10.168,2020.0,0.0,0.0
10.168,2021.0,0.0,0.0
10.168,2022.0,0.0,0.0
10.168,2023.0,0.0,0.0
10.170,2016.0,33000000.0,33000000.0
10.170,2017.0,44000000.0,714255212.0
10.170,2018.0,922128801.0,922128801.0
10.170,2019.0,990000000.0,877030000.0
10.170,2020.0,879835000.0,879835000.0
10.170,2021.0,1981265000.0,1981265000.0
10.170,2022.0,881265000.0,856903850.0
10.170,2023.0,935000000.0,0.0
10.170,2024.0,0.0,0.0
10.171,2015.0,69528000.0,69528000.0
10.171,2016.0,69900000.0,0.0
10.171,2017.0,75000000.0,57745644.0
10.171,2018.0,48025260.0,57979674.0
10.171,2019.0,78000000.0,78000000.0
10.171,2020.0,78000000.0,78000000.0
10.171,2021.0,30000000.0,39804000.0
10.171,2022.0,54000000.0,0.0
10.171,2023.0,54000000.0,0.0
10.172,2016.0,480000000.0,480000000.0
10.172,2017.0,480000000.0,446880000.0
10.172,2018.0,448320000.0,448320000.0
10.172,2019.0,0.0,0.0
10.172,2020.0,0.0,0.0
10.172,2021.0,0.0,0.0
10.172,2022.0,0.0,0.0
10.172,2023.0,0.0,0.0
10.173,2016.0,0.0,0.0
10.173,2017.0,0.0,0.0
10.173,2018.0,0.0,8000.0
10.173,2019.0,8000000.0,8000000.0
10.173,2020.0,0.0,0.0
10.173,2021.0,0.0,1521188.0
10.173,2022.0,1521188.0,1521188.0
10.173,2023.0,0.0,0.0
10.173,2024.0,0.0,0.0
10.174,2016.0,0.0,0.0
10.174,2017.0,0.0,48000000.0
10.174,2018.0,47664000.0,144000000.0
10.174,2019.0,144000000.0,192000000.0
10.174,2020.0,288000000.0,288000000.0
10.174,2021.0,288000000.0,288000000.0
10.174,2022.0,312000000.0,312000000.0
10.174,2023.0,360000000.0,0.0
10.174,2024.0,0.0,0.0
10.175,2018.0,0.0,0.0
10.175,2019.0,0.0,0.0
10.175,2020.0,1209600000.0,1209600000.0
10.175,2021.0,6621552000.0,6621552000.0
10.175,2022.0,11683952000.0,13127408000.0
10.175,2023.0,13773200000.0,0.0
10.175,2024.0,7053200000.0,0.0
10.176,2018.0,0.0,0.0
10.176,2019.0,270000000.0,270000000.0
10.176,2020.0,3600000000.0,3600000000.0
10.176,2021.0,0.0,3960000000.0
10.176,2022.0,14400000000.0,18891000000.0
10.176,2023.0,5220000000.0,0.0
10.176,2024.0,4500000000.0,0.0
10.177,2021.0,0.0,7344000000.0
10.177,2022.0,19063200000.0,2141584800.0
10.177,2023.0,26983200000.0,0.0
10.177,2024.0,0.0,0.0
10.179,2019.0,0.0,0.0
10.179,2020.0,1470000000.0,1470000000.0
10.179,2021.0,1470000000.0,1470000000.0
10.179,2022.0,1470000000.0,1470000000.0
10.179,2023.0,2352000000.0,0.0
10.179,2024.0,2352000000.0,0.0
10.180,2020.0,0.0,0.0
10.180,2021.0,3840000000.0,0.0
10.180,2022.0,3456000000.0,0.0
10.180,2023.0,1728000000.0,0.0
10.181,2020.0,0.0,0.0
10.181,2021.0,176400000000.0,0.0
10.181,2022.0,20524140000.0,0.0
10.181,2023.0,83790000000.0,0.0
10.182,2020.0,0.0,0.0
10.182,2021.0,0.0,0.0
10.182,2022.0,54000000000.0,0.0
10.182,2023.0,18000000000.0,0.0
10.183,2020.0,0.0,0.0
10.183,2021.0,0.0,0.0
10.183,2022.0,1400000000.0,0.0
10.183,2023.0,0.0,0.0
10.184,2021.0,0.0,0.0
10.184,2022.0,1260000000.0,0.0
10.184,2023.0,1890000000.0,0.0
10.185,2021.0,0.0,0.0
10.185,2022.0,1800000000.0,0.0
10.185,2023.0,34200000000.0,0.0
10.186,2021.0,0.0,0.0
10.186,2022.0,627200000000.0,0.0
10.186,2023.0,0.0,0.0
10.187,2022.0,0.0,0.0
10.187,2023.0,756000000.0,0.0
10.187,2024.0,0.0,0.0
10.188,2022.0,0.0,0.0
10.188,2023.0,0.0,0.0
10.188,2024.0,227850000000.0,0.0
10.189,2022.0,0.0,0.0
10.189,2023.0,551250000000.0,0.0
10.189,2024.0,0.0,0.0
10.190,2022.0,0.0,0.0
10.190,2023.0,1215200000000.0,0.0
10.190,2024.0,0.0,0.0
10.191,2022.0,0.0,0.0
10.191,2023.0,100000000.0,0.0
10.191,2024.0,0.0,0.0
10.200,2016.0,35784189952.0,37116805376.0
10.200,2017.0,37650407424.0,36131275264.0
10.200,2018.0,38258703616.0,29931951616.0
10.200,2019.0,31752154112.0,30086884352.0
10.200,2020.0,30088093952.0,32377856000.0
10.200,2021.0,32377856000.0,32377856000.0
10.200,2022.0,38962266112.0,0.0
10.200,2023.0,0.0,0.0
10.202,2016.0,2042923840.0,2042923840.0
10.202,2017.0,2038389824.0,2038389824.0
10.202,2018.0,2040833344.0,2040833344.0
10.202,2019.0,2163363840.0,2163363840.0
10.202,2020.0,2163363840.0,2163363840.0
10.202,2021.0,2163363776.0,2163363776.0
10.202,2022.0,2163363776.0,0.0
10.202,2023.0,2163363776.0,0.0
10.203,2016.0,49396438224.0,49396438224.0
10.203,2017.0,49270684752.0,49270684752.0
10.203,2018.0,49475575872.0,49475575872.0
10.203,2019.0,52578441792.0,52578441792.0
10.203,2020.0,52578441576.0,52578441576.0
10.203,2021.0,52578441576.0,52578441576.0
10.203,2022.0,52578441576.0,0.0
10.203,2023.0,52578441576.0,0.0
10.205,2016.0,1832781096.0,1832781096.0
10.205,2017.0,1828080288.0,1828080288.0
10.205,2018.0,1831591728.0,1831591728.0
10.205,2019.0,1960548480.0,1960548480.0
10.205,2020.0,2516771520.0,2516771520.0
10.205,2021.0,2467586880.0,2467586880.0
10.205,2022.0,2467586808.0,0.0
10.205,2023.0,2467586880.0,0.0
10.206,2016.0,0.0,0.0
10.206,2017.0,0.0,0.0
10.206,2018.0,0.0,0.0
10.206,2019.0,0.0,0.0
10.206,2020.0,0.0,0.0
10.206,2021.0,0.0,0.0
10.206,2022.0,0.0,0.0
10.206,2023.0,0.0,0.0
10.207,2016.0,444758400.0,444758400.0
10.207,2017.0,443551200.0,443551200.0
10.207,2018.0,326054400.0,446054400.0
10.207,2019.0,446054400.0,446054400.0
10.207,2020.0,446054400.0,446054400.0
10.207,2021.0,446054400.0,446054400.0
10.207,2022.0,446054400.0,0.0
10.207,2023.0,446054400.0,0.0
10.210,2016.0,620680000.0,620680000.0
10.210,2017.0,619920000.0,619920000.0
10.210,2018.0,619920000.0,609284400.0
10.210,2019.0,608710000.0,608710000.0
10.210,2020.0,622080000.0,622080000.0
10.210,2021.0,620000000.0,620000000.0
10.210,2022.0,620000000.0,0.0
10.210,2023.0,0.0,0.0
10.212,2016.0,205921161.0,196317621.0
10.212,2017.0,199858788.0,206039970.0
10.212,2018.0,217886616.0,221027373.0
10.212,2019.0,218606445.0,212941692.0
10.212,2020.0,229275414.0,229275414.0
10.212,2021.0,251892432.0,251892432.0
10.212,2022.0,279000000.0,279000000.0
10.212,2023.0,303844140.0,0.0
10.212,2024.0,0.0,0.0
10.215,2016.0,40832212932.0,40832212932.0
10.215,2017.0,44625530880.0,44625530880.0
10.215,2018.0,57806435232.0,57806435232.0
10.215,2019.0,61153505280.0,61153505280.0
10.215,2020.0,61153505280.0,61153505280.0
10.215,2021.0,66111192000.0,66111192000.0
10.215,2022.0,66111192000.0,0.0
10.215,2023.0,74088000000.0,0.0
10.216,2016.0,1825993400.0,1829360600.0
10.216,2017.0,1826098900.0,1826098900.0
10.216,2018.0,1822918400.0,1827568600.0
10.216,2019.0,1823205900.0,1823205900.0
10.216,2020.0,2185302800.0,2300000000.0
10.216,2021.0,2469376000.0,2469376000.0
10.216,2022.0,2469376000.0,0.0
10.216,2023.0,0.0,0.0
10.217,2016.0,671325480.0,671852475.0
10.217,2017.0,671325480.0,671124825.0
10.217,2018.0,668831625.0,661464867.0
10.217,2019.0,664737675.0,664737675.0
10.217,2020.0,673142400.0,690900000.0
10.217,2021.0,661500000.0,661500000.0
10.217,2022.0,661500000.0,661500000.0
10.217,2023.0,661500000.0,0.0
10.217,2024.0,0.0,0.0
10.219,2016.0,13797236250.0,13797236250.0
10.219,2017.0,22260992670.0,22260992670.0
10.219,2018.0,23892228990.0,23892228990.0
10.219,2019.0,24323840730.0,24323840730.0
10.219,2020.0,22188348630.0,25515000000.0
10.219,2021.0,25515000000.0,25515000000.0
10.219,2022.0,28350000000.0,0.0
10.219,2023.0,31185000000.0,0.0
10.220,2016.0,1021032000.0,1021032000.0
10.220,2017.0,1020357000.0,1020357000.0
10.220,2018.0,1020357000.0,1010601360.0
10.220,2019.0,1004751000.0,1015632000.0
10.220,2020.0,1026432000.0,1026432000.0
10.220,2021.0,1020600000.0,1020600000.0
10.220,2022.0,1350000000.0,1350000000.0
10.220,2023.0,1350000000.0,0.0
10.220,2024.0,0.0,0.0
10.221,2016.0,55024000.0,55024000.0
10.221,2017.0,55024000.0,55024000.0
10.221,2018.0,55024000.0,55024000.0
10.221,2019.0,55024000.0,55024000.0
10.221,2020.0,64000000.0,64000000.0
10.221,2021.0,55024000.0,55024000.0
10.221,2022.0,72000000.0,0.0
10.221,2023.0,0.0,0.0
10.222,2016.0,36141408.0,36141408.0
10.222,2017.0,37039640.0,37039640.0
10.222,2018.0,35011048.0,35011048.0
10.222,2019.0,35287240.0,35287240.0
10.222,2020.0,38930064.0,38930064.0
10.222,2021.0,38662040.0,38662040.0
10.222,2022.0,37052640.0,0.0
10.222,2023.0,0.0,0.0
10.223,2016.0,2546853120.0,2546162496.0
10.223,2017.0,2539653120.0,2536131744.0
10.223,2018.0,2536870752.0,2534135616.0
10.223,2019.0,2533331520.0,2533934016.0
10.223,2020.0,3096576000.0,3225600000.0
10.223,2021.0,2880000000.0,2880000000.0
10.223,2022.0,4032000000.0,4032000000.0
10.223,2023.0,4415846400.0,0.0
10.223,2024.0,0.0,0.0
10.225,2016.0,34560000.0,34560000.0
10.225,2017.0,34560000.0,34560000.0
10.225,2018.0,34560000.0,34560000.0
10.225,2019.0,15360000.0,15360000.0
10.225,2020.0,19200000.0,19200000.0
10.225,2021.0,19200000.0,19200000.0
10.225,2022.0,19200000.0,0.0
10.225,2023.0,19200000.0,0.0
10.226,2016.0,64387500.0,63922500.0
10.226,2017.0,63534375.0,64144125.0
10.226,2018.0,62971875.0,64395000.0
10.226,2019.0,64293750.0,64800000.0
10.226,2020.0,64800000.0,64800000.0
10.226,2021.0,60000000.0,60000000.0
10.226,2022.0,60000000.0,60000000.0
10.226,2023.0,64800000.0,0.0
10.226,2024.0,0.0,0.0
10.227,2016.0,120606552.0,120556152.0
10.227,2017.0,120141576.0,120307176.0
10.227,2018.0,253000296.0,253436904.0
10.227,2019.0,253018296.0,254317896.0
10.227,2020.0,254317896.0,273600000.0
10.227,2021.0,273600000.0,273600000.0
10.227,2022.0,273600000.0,0.0
10.227,2023.0,0.0,0.0
10.228,2016.0,165576960.0,165540510.0
10.228,2017.0,165467610.0,165528360.0
10.228,2018.0,165528360.0,165246534.0
10.228,2019.0,165576960.0,165576906.0
10.228,2020.0,165576960.0,165576960.0
10.228,2021.0,165576960.0,165576960.0
10.228,2022.0,108000000.0,108000000.0
10.228,2023.0,258500700.0,0.0
10.228,2024.0,0.0,0.0
10.229,2020.0,0.0,0.0
10.229,2021.0,26865000.0,26865000.0
10.229,2022.0,26865000.0,0.0
10.229,2023.0,0.0,0.0
10.230,2020.0,0.0,0.0
10.230,2021.0,0.0,0.0
10.230,2022.0,16000000.0,0.0
10.230,2023.0,20000000.0,0.0
10.231,2020.0,0.0,0.0
10.231,2021.0,12000000.0,12000000.0
10.231,2022.0,12000000.0,0.0
10.231,2023.0,0.0,0.0
10.232,2020.0,0.0,0.0
10.232,2021.0,600000.0,570000.0
10.232,2022.0,570000.0,0.0
10.232,2023.0,0.0,0.0
10.233,2020.0,0.0,0.0
10.233,2021.0,470000.0,470000.0
10.233,2022.0,960000.0,960000.0
10.233,2023.0,920000.0,0.0
10.233,2024.0,0.0,0.0
10.234,2020.0,0.0,0.0
10.234,2021.0,0.0,0.0
10.234,2022.0,50000000.0,0.0
10.234,2023.0,0.0,0.0
10.236,2021.0,0.0,0.0
10.236,2022.0,5000000.0,0.0
10.236,2023.0,5000000.0,0.0
10.237,2021.0,0.0,0.0
10.237,2022.0,980000000.0,0.0
10.237,2023.0,980000000.0,0.0
10.238,2021.0,0.0,0.0
10.238,2022.0,9500000.0,0.0
10.238,2023.0,0.0,0.0
10.239,2021.0,0.0,0.0
10.239,2022.0,1000000.0,0.0
10.239,2023.0,0.0,0.0
10.241,2021.0,0.0,0.0
10.241,2022.0,0.0,0.0
10.241,2023.0,27906480.0,0.0
10.243,2021.0,0.0,0.0
10.243,2022.0,0.0,0.0
10.243,2023.0,15000000.0,0.0
10.244,2021.0,0.0,0.0
10.244,2022.0,0.0,0.0
10.244,2023.0,1500000.0,0.0
10.245,2022.0,0.0,0.0
10.245,2023.0,5563548.0,0.0
10.245,2024.0,0.0,0.0
10.246,2022.0,0.0,0.0
10.246,2023.0,3800000.0,0.0
10.246,2024.0,3800000.0,0.0
10.250,2016.0,268800000.0,192361932.0
10.250,2017.0,201600000.0,142800000.0
10.250,2018.0,159600000.0,189361536.0
10.250,2019.0,60689916.0,109231500.0
10.250,2020.0,240629592.0,0.0
10.250,2021.0,84000000.0,238559412.0
